casa,metrica,valor
arrieros,aperos,0
arrieros,capitulo_caminos,0
arrieros,capitulo_comercio,0
arrieros,capitulo_exploracion,149
arrieros,capitulo_ganaderia,0
arrieros,capitulo_hitos,38
arrieros,capitulo_industria,0
arrieros,capitulo_obras,40
arrieros,capitulo_poblacion,15
arrieros,capitulo_territorio,8
arrieros,cargasArbitradas,90
arrieros,comarcas,1
arrieros,comarcasIncorporadas,0
arrieros,edificio_aserradero,777
arrieros,edificio_granja,4532
arrieros,indicioDeArbitraje,0
arrieros,ingresosDeFeria,0
arrieros,jornadas,503
arrieros,lanaEsquilada,0
arrieros,maravedis,184
arrieros,margenDeNegocios,1045
arrieros,margenNetoDeNegocios,764
arrieros,negocios,20
arrieros,negociosRentables,20
arrieros,obrasMayores,0
arrieros,obrasTerminadas,8
arrieros,ordenesCanceladas,0
arrieros,ordenesDeAlta,974
arrieros,ordenesEnEspera,164
arrieros,ordenesPropuestas,956
arrieros,ordenesTerminadas,969
arrieros,partidasSinObraMayor,2
arrieros,poblacion,79
arrieros,prestigio,251
arrieros,primeraObraMayor,167
arrieros,primicias,0
arrieros,producido_hierro,0
arrieros,producido_lana,0
arrieros,producido_madera,777
arrieros,producido_maravedis,3973
arrieros,producido_pan,4532
arrieros,producido_piedra,0
arrieros,producido_sal,0
arrieros,pueblasFundadas,0
arrieros,puesto,5
arrieros,trashumancias,0
arrieros,turnosConEscasez,0
arrieros,turnosDeDecision,200
arrieros,turnosSinOrdenes,3
arrieros,vendido_hierro,90
arrieros,vendido_lana,0
arrieros,vendido_madera,694
arrieros,vendido_maravedis,0
arrieros,vendido_pan,0
arrieros,vendido_piedra,0
arrieros,vendido_sal,0
arrieros,ventasFuera,83
arrieros,ventasSinCompra,694
arrieros,volumenComerciado,2032
arrieros,volumenEnRuta,115
arrieros,prestigio_sobre_mediana_mil,738
arrieros,prestigio_entrando_cada_seis,237
canteros,aperos,0
canteros,capitulo_caminos,0
canteros,capitulo_comercio,0
canteros,capitulo_exploracion,133
canteros,capitulo_ganaderia,0
canteros,capitulo_hitos,135
canteros,capitulo_industria,0
canteros,capitulo_obras,120
canteros,capitulo_poblacion,27
canteros,capitulo_territorio,16
canteros,cargasArbitradas,0
canteros,comarcas,2
canteros,comarcasIncorporadas,1
canteros,edificio_aserradero,73
canteros,edificio_cantera,550
canteros,edificio_granja,5622
