criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1492","arrieros",,69.16221033868092,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 194 sobre una mediana exacta de 280,5"
"prestigio","casa y partida","1492","canteros",,149.01960784313727,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 418 sobre una mediana exacta de 280,5"
"prestigio","casa y partida","1492","ferrones",,52.406417112299465,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 147 sobre una mediana exacta de 280,5"
"prestigio","casa y partida","1492","hortelanos",,255.97147950089126,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 718 sobre una mediana exacta de 280,5"
"prestigio","casa y partida","1492","mercaderes",,69.5187165775401,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 195 sobre una mediana exacta de 280,5"
"prestigio","casa y partida","1492","mesta",,130.48128342245988,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 366 sobre una mediana exacta de 280,5"
"prestigio","casa y partida","1492","monjes",,186.80926916221034,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 524 sobre una mediana exacta de 280,5"
"prestigio","casa y partida","1492","salineros",,-7.8431372549019605,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -22 sobre una mediana exacta de 280,5"
"actividad","casa y partida","1492","arrieros",,8,"% de turnos sin proponer órdenes","< 10 %","cumple","","16 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","arrieros",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","canteros",,1,"% de turnos sin proponer órdenes","< 10 %","cumple","","2 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","ferrones",,5.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","11 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","ferrones",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","hortelanos",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","mercaderes",,0,"% de turnos sin proponer órdenes","< 10 %","cumple","","0 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","mercaderes",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","mesta",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","mesta",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","monjes",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
