criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1492","arrieros",,131.53153153153153,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 219 sobre una mediana exacta de 166,5"
"prestigio","casa y partida","1492","canteros",,166.36636636636638,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 277 sobre una mediana exacta de 166,5"
"prestigio","casa y partida","1492","ferrones",,67.26726726726727,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 112 sobre una mediana exacta de 166,5"
"prestigio","casa y partida","1492","hortelanos",,544.1441441441441,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 906 sobre una mediana exacta de 166,5"
"prestigio","casa y partida","1492","mercaderes",,68.46846846846847,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 114 sobre una mediana exacta de 166,5"
"prestigio","casa y partida","1492","mesta",,22.22222222222222,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 37 sobre una mediana exacta de 166,5"
"prestigio","casa y partida","1492","monjes",,575.3753753753754,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 958 sobre una mediana exacta de 166,5"
"prestigio","casa y partida","1492","salineros",,-13.213213213213214,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -22 sobre una mediana exacta de 166,5"
"actividad","casa y partida","1492","arrieros",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","arrieros",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","canteros",,1,"% de turnos sin proponer órdenes","< 10 %","cumple","","2 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","ferrones",,8.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","17 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","ferrones",,2.5,"% de turnos sin decisión útil","< 10 %","cumple","","5 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","hortelanos",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","mercaderes",,0.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","1 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","mercaderes",,0.5,"% de turnos sin decisión útil","< 10 %","cumple","","1 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","mesta",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
