criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1085","arrieros",,52.02492211838006,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 167 sobre una mediana exacta de 321"
"prestigio","casa y partida","1085","canteros",,119.93769470404985,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 385 sobre una mediana exacta de 321"
"prestigio","casa y partida","1085","ferrones",,46.728971962616825,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 150 sobre una mediana exacta de 321"
"prestigio","casa y partida","1085","hortelanos",,187.53894080996884,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 602 sobre una mediana exacta de 321"
"prestigio","casa y partida","1085","mercaderes",,80.06230529595015,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 257 sobre una mediana exacta de 321"
"prestigio","casa y partida","1085","mesta",,130.84112149532712,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 420 sobre una mediana exacta de 321"
"prestigio","casa y partida","1085","monjes",,279.1277258566978,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 896 sobre una mediana exacta de 321"
"prestigio","casa y partida","1085","salineros",,71.65109034267913,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 230 sobre una mediana exacta de 321"
"actividad","casa y partida","1085","arrieros",,15,"% de turnos sin proponer órdenes","< 10 %","incumple","","30 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","arrieros",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","canteros",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","ferrones",,4,"% de turnos sin proponer órdenes","< 10 %","cumple","","8 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","ferrones",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","hortelanos",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","mercaderes",,0.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","1 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","mercaderes",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","mesta",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","mesta",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","monjes",,3,"% de turnos sin proponer órdenes","< 10 %","cumple","","6 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","monjes",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","salineros",,4,"% de turnos sin proponer órdenes","< 10 %","cumple","","8 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","salineros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"escasez","casa y partida","1085","arrieros",,27,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","54 de 200 turnos"
"escasez","casa y partida","1085","canteros",,5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","10 de 200 turnos"
"escasez","casa y partida","1085","ferrones",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085","hortelanos",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085","mercaderes",,11.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","23 de 200 turnos"
"escasez","casa y partida","1085","mesta",,4.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","9 de 200 turnos"
"escasez","casa y partida","1085","monjes",,0.5,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","1 de 200 turnos"
"escasez","casa y partida","1085","salineros",,18.5,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","37 de 200 turnos"
"precios","partida","1085","",,5,"turnos seguidos de mercado abierto en un extremo","< 10 turnos","cumple","","local-horta-de-valencia, sal: 5 turnos en el techo; la plaza cerrada rompe la racha"
"tierra","partida","1085","",,43.75,"% de comarcas del mapa jugado que no toca nadie","< 5 %","no evaluable","T-049: el mapa jugado tiene que ser el recorte de la partida","91 de 208 comarcas sin tocar; hay pasos sin reconstruir, así que es una cota superior"
"ausencia","casa y partida","1085","arrieros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 205 · a mano 205 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","arrieros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 287 · a mano 287 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","canteros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 323 · a mano 323 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","canteros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 510 · a mano 510 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","ferrones",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 73 · a mano 73 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","ferrones",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 97 · a mano 97 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","hortelanos",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 267 · a mano 267 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","hortelanos",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 617 · a mano 617 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","mercaderes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 144 · a mano 144 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","mercaderes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 132 · a mano 132 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","mesta",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 203 · a mano 203 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","mesta",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 288 · a mano 288 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","monjes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 509 · a mano 509 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","monjes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 729 · a mano 729 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","salineros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 140 · a mano 140 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","salineros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 196 · a mano 196 · el dominio coincide turno a turno"
"dominio","partida","1085","",,43,"turno del primer «Un pequeño dominio»","60–100 turnos (extremos incluidos)","incumple","","5 de 8 casas lo alcanzan; la primera en T43"
"obra mayor","partida","1085","",,129,"turno de la primera obra mayor terminada","80–130 turnos (extremos incluidos)","cumple","","1 de 8 casas lo alcanzan; la primera en T129"
"prestigio","casa y partida","1085-2","arrieros",,59.35960591133005,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 241 sobre una mediana exacta de 406"
"prestigio","casa y partida","1085-2","canteros",,99.75369458128078,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 405 sobre una mediana exacta de 406"
"prestigio","casa y partida","1085-2","ferrones",,-2.2167487684729066,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -9 sobre una mediana exacta de 406"
"prestigio","casa y partida","1085-2","hortelanos",,163.54679802955664,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 664 sobre una mediana exacta de 406"
"prestigio","casa y partida","1085-2","mercaderes",,32.01970443349754,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 130 sobre una mediana exacta de 406"
"prestigio","casa y partida","1085-2","mesta",,108.12807881773399,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 439 sobre una mediana exacta de 406"
"prestigio","casa y partida","1085-2","monjes",,200.98522167487684,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 816 sobre una mediana exacta de 406"
"prestigio","casa y partida","1085-2","salineros",,100.24630541871922,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 407 sobre una mediana exacta de 406"
"actividad","casa y partida","1085-2","arrieros",,4,"% de turnos sin proponer órdenes","< 10 %","cumple","","8 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-2","arrieros",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-2","canteros",,1,"% de turnos sin proponer órdenes","< 10 %","cumple","","2 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-2","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-2","ferrones",,3.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","7 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-2","ferrones",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-2","hortelanos",,2.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","5 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-2","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-2","mercaderes",,6.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","13 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-2","mercaderes",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-2","mesta",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-2","mesta",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-2","monjes",,2.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","5 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-2","monjes",,0.5,"% de turnos sin decisión útil","< 10 %","cumple","","1 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-2","salineros",,3,"% de turnos sin proponer órdenes","< 10 %","cumple","","6 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-2","salineros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"escasez","casa y partida","1085-2","arrieros",,17,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","34 de 200 turnos"
"escasez","casa y partida","1085-2","canteros",,2.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","5 de 200 turnos"
"escasez","casa y partida","1085-2","ferrones",,34.5,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","69 de 200 turnos"
"escasez","casa y partida","1085-2","hortelanos",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085-2","mercaderes",,19,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","38 de 200 turnos"
"escasez","casa y partida","1085-2","mesta",,5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","10 de 200 turnos"
"escasez","casa y partida","1085-2","monjes",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085-2","salineros",,3.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","7 de 200 turnos"
"precios","partida","1085-2","",,3,"turnos seguidos de mercado abierto en un extremo","< 10 turnos","cumple","","local-campo-de-beja, sal: 3 turnos en el techo; la plaza cerrada rompe la racha"
"tierra","partida","1085-2","",,57.83132530120482,"% de comarcas del mapa jugado que no toca nadie","< 5 %","no evaluable","T-049: el mapa jugado tiene que ser el recorte de la partida","144 de 249 comarcas sin tocar; hay pasos sin reconstruir, así que es una cota superior"
"ausencia","casa y partida","1085-2","arrieros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 138 · a mano 138 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","arrieros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 187 · a mano 187 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","canteros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 316 · a mano 316 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","canteros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 341 · a mano 341 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","ferrones",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques -61 · a mano -61 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","ferrones",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques -69 · a mano -69 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","hortelanos",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 376 · a mano 376 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","hortelanos",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 579 · a mano 579 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","mercaderes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 116 · a mano 116 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","mercaderes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 119 · a mano 119 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","mesta",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 218 · a mano 218 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","mesta",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 301 · a mano 301 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","monjes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 306 · a mano 306 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","monjes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 661 · a mano 661 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","salineros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 259 · a mano 259 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085-2","salineros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 333 · a mano 333 · el dominio coincide turno a turno"
"dominio","partida","1085-2","",,43,"turno del primer «Un pequeño dominio»","60–100 turnos (extremos incluidos)","incumple","","5 de 8 casas lo alcanzan; la primera en T43"
"obra mayor","partida","1085-2","",,106,"turno de la primera obra mayor terminada","80–130 turnos (extremos incluidos)","cumple","","3 de 8 casas lo alcanzan; la primera en T106"
"prestigio","casa y partida","1085-3","arrieros",,81.94070080862534,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 304 sobre una mediana exacta de 371"
"prestigio","casa y partida","1085-3","canteros",,118.05929919137466,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 438 sobre una mediana exacta de 371"
"prestigio","casa y partida","1085-3","ferrones",,16.711590296495956,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 62 sobre una mediana exacta de 371"
"prestigio","casa y partida","1085-3","hortelanos",,221.5633423180593,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 822 sobre una mediana exacta de 371"
"prestigio","casa y partida","1085-3","mercaderes",,21.5633423180593,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 80 sobre una mediana exacta de 371"
"prestigio","casa y partida","1085-3","mesta",,15.902964959568733,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 59 sobre una mediana exacta de 371"
"prestigio","casa y partida","1085-3","monjes",,237.1967654986523,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 880 sobre una mediana exacta de 371"
"prestigio","casa y partida","1085-3","salineros",,132.0754716981132,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 490 sobre una mediana exacta de 371"
"actividad","casa y partida","1085-3","arrieros",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-3","arrieros",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-3","canteros",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-3","canteros",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-3","ferrones",,26.5,"% de turnos sin proponer órdenes","< 10 %","incumple","","53 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-3","ferrones",,12,"% de turnos sin decisión útil","< 10 %","incumple","","24 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-3","hortelanos",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-3","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-3","mercaderes",,0,"% de turnos sin proponer órdenes","< 10 %","cumple","","0 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-3","mercaderes",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-3","mesta",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-3","mesta",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-3","monjes",,2.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","5 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-3","monjes",,0.5,"% de turnos sin decisión útil","< 10 %","cumple","","1 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085-3","salineros",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085-3","salineros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"escasez","casa y partida","1085-3","arrieros",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085-3","canteros",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085-3","ferrones",,13.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","27 de 200 turnos"
"escasez","casa y partida","1085-3","hortelanos",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085-3","mercaderes",,23,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","46 de 200 turnos"
"escasez","casa y partida","1085-3","mesta",,6.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","13 de 200 turnos"
"escasez","casa y partida","1085-3","monjes",,5.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","11 de 200 turnos"
"escasez","casa y partida","1085-3","salineros",,2,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","4 de 200 turnos"
"precios","partida","1085-3","",,0,"turnos seguidos de mercado abierto en un extremo","< 10 turnos","cumple","","ningún precio se quedó más de un turno en un extremo"
"tierra","partida","1085-3","",,42.30769230769231,"% de comarcas del mapa jugado que no toca nadie","< 5 %","incumple","T-049: el mapa jugado tiene que ser el recorte de la partida","88 de 208 comarcas sin tocar"
