casa,metrica,valor
arrieros,aperos,0
arrieros,capitulo_caminos,0
arrieros,capitulo_comercio,0
arrieros,capitulo_exploracion,147
arrieros,capitulo_ganaderia,0
arrieros,capitulo_hitos,48
arrieros,capitulo_industria,0
arrieros,capitulo_obras,0
arrieros,capitulo_poblacion,27
arrieros,capitulo_territorio,16
arrieros,cargasArbitradas,333
arrieros,comarcas,2
arrieros,comarcasIncorporadas,1
arrieros,edificio_aserradero,240
arrieros,edificio_granja,6067
arrieros,indicioDeArbitraje,1
arrieros,ingresosDeFeria,82
arrieros,jornadas,710
arrieros,lanaEsquilada,0
arrieros,maravedis,85
arrieros,margenDeNegocios,3062
arrieros,margenNetoDeNegocios,2011
arrieros,negocios,44
arrieros,negociosRentables,43
arrieros,obrasMayores,0
arrieros,obrasTerminadas,9
arrieros,ordenesCanceladas,0
arrieros,ordenesDeAlta,896
arrieros,ordenesEnEspera,160
arrieros,ordenesPropuestas,879
arrieros,ordenesTerminadas,894
arrieros,partidasSinObraMayor,3
arrieros,poblacion,139
arrieros,prestigio,231
arrieros,primeraObraMayor,0
arrieros,primicias,0
arrieros,producido_hierro,0
arrieros,producido_lana,0
arrieros,producido_madera,240
arrieros,producido_maravedis,5039
arrieros,producido_pan,6067
arrieros,producido_piedra,0
arrieros,producido_sal,0
arrieros,pueblasFundadas,0
arrieros,puesto,4
arrieros,trashumancias,0
arrieros,turnosConEscasez,7
arrieros,turnosDeDecision,200
arrieros,turnosSinOrdenes,4
arrieros,vendido_hierro,65
arrieros,vendido_lana,0
arrieros,vendido_madera,214
arrieros,vendido_maravedis,0
arrieros,vendido_pan,0
arrieros,vendido_piedra,0
arrieros,vendido_sal,268
arrieros,ventasFuera,141
arrieros,ventasSinCompra,214
arrieros,volumenComerciado,2104
arrieros,volumenEnRuta,637
arrieros,prestigio_sobre_mediana_mil,1085
arrieros,prestigio_entrando_cada_seis,208
canteros,aperos,0
canteros,capitulo_caminos,0
canteros,capitulo_comercio,0
canteros,capitulo_exploracion,136
canteros,capitulo_ganaderia,0
canteros,capitulo_hitos,135
canteros,capitulo_industria,0
canteros,capitulo_obras,120
canteros,capitulo_poblacion,27
canteros,capitulo_territorio,16
canteros,cargasArbitradas,0
canteros,comarcas,2
canteros,comarcasIncorporadas,1
canteros,edificio_aserradero,16
canteros,edificio_cantera,521
canteros,edificio_granja,5633
