criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1212","arrieros",,147.9591836734694,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 290 sobre una mediana exacta de 196"
"prestigio","casa y partida","1212","canteros",,163.77551020408163,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 321 sobre una mediana exacta de 196"
"prestigio","casa y partida","1212","ferrones",,-25.510204081632654,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -50 sobre una mediana exacta de 196"
"prestigio","casa y partida","1212","hortelanos",,309.18367346938777,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 606 sobre una mediana exacta de 196"
"prestigio","casa y partida","1212","mercaderes",,52.04081632653061,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 102 sobre una mediana exacta de 196"
"prestigio","casa y partida","1212","mesta",,27.040816326530614,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 53 sobre una mediana exacta de 196"
"prestigio","casa y partida","1212","monjes",,236.22448979591837,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 463 sobre una mediana exacta de 196"
"prestigio","casa y partida","1212","salineros",,-13.26530612244898,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -26 sobre una mediana exacta de 196"
"actividad","casa y partida","1212","arrieros",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","arrieros",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","canteros",,3.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","7 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","ferrones",,3,"% de turnos sin proponer órdenes","< 10 %","cumple","","6 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","ferrones",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","hortelanos",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","mercaderes",,0,"% de turnos sin proponer órdenes","< 10 %","cumple","","0 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","mercaderes",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","mesta",,5,"% de turnos sin proponer órdenes","< 10 %","cumple","","10 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","mesta",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","monjes",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","monjes",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","salineros",,94,"% de turnos sin proponer órdenes","< 10 %","incumple","","188 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","salineros",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"escasez","casa y partida","1212","arrieros",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1212","canteros",,7,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","14 de 200 turnos"
"escasez","casa y partida","1212","ferrones",,45.5,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","91 de 200 turnos"
"escasez","casa y partida","1212","hortelanos",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1212","mercaderes",,3.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","7 de 200 turnos"
"escasez","casa y partida","1212","mesta",,7,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","14 de 200 turnos"
"escasez","casa y partida","1212","monjes",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1212","salineros",,35,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","70 de 200 turnos"
"precios","partida","1212","",,0,"turnos seguidos de mercado abierto en un extremo","< 10 turnos","cumple","","ningún precio se quedó más de un turno en un extremo"
"tierra","partida","1212","",,59.13461538461539,"% de comarcas del mapa jugado que no toca nadie","< 5 %","incumple","T-049: el mapa jugado tiene que ser el recorte de la partida","123 de 208 comarcas sin tocar"
"ausencia","casa y partida","1212","arrieros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 213 · a mano 213 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","arrieros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 329 · a mano 329 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","canteros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 294 · a mano 294 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","canteros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 473 · a mano 473 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","ferrones",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques -53 · a mano -53 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","ferrones",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques -57 · a mano -57 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","hortelanos",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 502 · a mano 502 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","hortelanos",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 818 · a mano 818 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","mercaderes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 68 · a mano 68 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","mercaderes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 86 · a mano 86 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","mesta",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 40 · a mano 40 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","mesta",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 36 · a mano 36 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","monjes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 308 · a mano 308 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","monjes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 659 · a mano 659 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","salineros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques -20 · a mano -20 · el dominio coincide turno a turno"
"ausencia","casa y partida","1212","salineros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques -38 · a mano -38 · el dominio coincide turno a turno"
"dominio","partida","1212","",,54,"turno del primer «Un pequeño dominio»","60–100 turnos (extremos incluidos)","incumple","","3 de 8 casas lo alcanzan; la primera en T54"
"obra mayor","partida","1212","",,69,"turno de la primera obra mayor terminada","80–130 turnos (extremos incluidos)","incumple","","1 de 8 casas lo alcanzan; la primera en T69"
"prestigio","casa y partida","1212-2","arrieros",,57.582417582417584,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 131 sobre una mediana exacta de 227,5"
"prestigio","casa y partida","1212-2","canteros",,142.41758241758242,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 324 sobre una mediana exacta de 227,5"
"prestigio","casa y partida","1212-2","ferrones",,-11.868131868131869,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -27 sobre una mediana exacta de 227,5"
"prestigio","casa y partida","1212-2","hortelanos",,273.4065934065934,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 622 sobre una mediana exacta de 227,5"
"prestigio","casa y partida","1212-2","mercaderes",,45.27472527472528,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 103 sobre una mediana exacta de 227,5"
"prestigio","casa y partida","1212-2","mesta",,15.384615384615385,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 35 sobre una mediana exacta de 227,5"
"prestigio","casa y partida","1212-2","monjes",,481.31868131868134,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 1095 sobre una mediana exacta de 227,5"
"prestigio","casa y partida","1212-2","salineros",,164.83516483516485,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 375 sobre una mediana exacta de 227,5"
"actividad","casa y partida","1212-2","arrieros",,3,"% de turnos sin proponer órdenes","< 10 %","cumple","","6 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212-2","arrieros",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212-2","canteros",,1,"% de turnos sin proponer órdenes","< 10 %","cumple","","2 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212-2","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212-2","ferrones",,3.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","7 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212-2","ferrones",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
