criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1085","arrieros",,72,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 243 sobre una mediana exacta de 337,5"
"prestigio","casa y partida","1085","canteros",,128,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 432 sobre una mediana exacta de 337,5"
"prestigio","casa y partida","1085","ferrones",,44.44444444444444,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 150 sobre una mediana exacta de 337,5"
"prestigio","casa y partida","1085","hortelanos",,196.14814814814815,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 662 sobre una mediana exacta de 337,5"
"prestigio","casa y partida","1085","mercaderes",,57.77777777777778,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 195 sobre una mediana exacta de 337,5"
"prestigio","casa y partida","1085","mesta",,159.7037037037037,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 539 sobre una mediana exacta de 337,5"
"prestigio","casa y partida","1085","monjes",,250.96296296296296,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 847 sobre una mediana exacta de 337,5"
"prestigio","casa y partida","1085","salineros",,70.81481481481481,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 239 sobre una mediana exacta de 337,5"
"actividad","casa y partida","1085","arrieros",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","arrieros",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","canteros",,1,"% de turnos sin proponer órdenes","< 10 %","cumple","","2 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","ferrones",,4,"% de turnos sin proponer órdenes","< 10 %","cumple","","8 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","ferrones",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","hortelanos",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","mercaderes",,0,"% de turnos sin proponer órdenes","< 10 %","cumple","","0 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","mercaderes",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","mesta",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","mesta",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","monjes",,3,"% de turnos sin proponer órdenes","< 10 %","cumple","","6 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","monjes",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","salineros",,4,"% de turnos sin proponer órdenes","< 10 %","cumple","","8 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","salineros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"escasez","casa y partida","1085","arrieros",,1,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","2 de 200 turnos"
"escasez","casa y partida","1085","canteros",,1,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","2 de 200 turnos"
"escasez","casa y partida","1085","ferrones",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085","hortelanos",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085","mercaderes",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085","mesta",,23.5,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","47 de 200 turnos"
"escasez","casa y partida","1085","monjes",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"escasez","casa y partida","1085","salineros",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","0 de 200 turnos"
"precios","partida","1085","",,5,"turnos seguidos de mercado abierto en un extremo","< 10 turnos","cumple","","local-bajo-aragon, sal: 5 turnos en el techo; la plaza cerrada rompe la racha"
"tierra","partida","1085","",,41.82692307692308,"% de comarcas del mapa jugado que no toca nadie","< 5 %","no evaluable","T-049: el mapa jugado tiene que ser el recorte de la partida","87 de 208 comarcas sin tocar; hay pasos sin reconstruir, así que es una cota superior"
"ausencia","casa y partida","1085","arrieros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 120 · a mano 120 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","arrieros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 235 · a mano 235 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","canteros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 323 · a mano 323 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","canteros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 510 · a mano 510 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","ferrones",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 73 · a mano 73 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","ferrones",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 97 · a mano 97 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","hortelanos",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 177 · a mano 177 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","hortelanos",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 363 · a mano 363 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","mercaderes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 122 · a mano 122 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","mercaderes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 162 · a mano 162 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","mesta",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 203 · a mano 203 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","mesta",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 284 · a mano 284 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","monjes",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 457 · a mano 457 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","monjes",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 683 · a mano 683 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","salineros",100,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 125 · a mano 125 · el dominio coincide turno a turno"
"ausencia","casa y partida","1085","salineros",200,0,"% de diferencia de prestigio con el mismo plan","< 5 %","cumple","","por bloques 165 · a mano 165 · el dominio coincide turno a turno"
"dominio","partida","1085","",,67,"turno del primer «Un pequeño dominio»","60–100 turnos (extremos incluidos)","cumple","","3 de 8 casas lo alcanzan; la primera en T67"
"obra mayor","partida","1085","",,106,"turno de la primera obra mayor terminada","80–130 turnos (extremos incluidos)","cumple","","4 de 8 casas lo alcanzan; la primera en T106"
"prestigio","casa y partida","1085-2","arrieros",,52.05882352941177,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 177 sobre una mediana exacta de 340"
"prestigio","casa y partida","1085-2","canteros",,119.11764705882354,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 405 sobre una mediana exacta de 340"
"prestigio","casa y partida","1085-2","ferrones",,-2.6470588235294117,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -9 sobre una mediana exacta de 340"
"prestigio","casa y partida","1085-2","hortelanos",,158.52941176470588,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 539 sobre una mediana exacta de 340"
