casa,metrica,valor
arrieros,aperos,0
arrieros,capitulo_caminos,0
arrieros,capitulo_comercio,0
arrieros,capitulo_exploracion,128
arrieros,capitulo_ganaderia,0
arrieros,capitulo_hitos,72
arrieros,capitulo_industria,0
arrieros,capitulo_obras,40
arrieros,capitulo_poblacion,29
arrieros,capitulo_territorio,16
arrieros,cargasArbitradas,0
arrieros,comarcas,2
arrieros,comarcasIncorporadas,2
arrieros,edificio_aserradero,718
arrieros,edificio_granja,5734
arrieros,indicioDeArbitraje,0
arrieros,ingresosDeFeria,0
arrieros,jornadas,318
arrieros,lanaEsquilada,0
arrieros,maravedis,207
arrieros,margenDeNegocios,0
arrieros,margenNetoDeNegocios,0
arrieros,negocios,0
arrieros,negociosRentables,0
arrieros,obrasMayores,0
arrieros,obrasTerminadas,9
arrieros,ordenesCanceladas,1
arrieros,ordenesDeAlta,732
arrieros,ordenesEnEspera,141
arrieros,ordenesPropuestas,714
arrieros,ordenesTerminadas,730
arrieros,partidasSinObraMayor,2
arrieros,poblacion,147
arrieros,prestigio,246
arrieros,primeraObraMayor,159
arrieros,primicias,0
arrieros,producido_hierro,0
arrieros,producido_lana,0
arrieros,producido_madera,718
arrieros,producido_maravedis,4628
arrieros,producido_pan,5730
arrieros,producido_piedra,0
arrieros,producido_sal,0
arrieros,pueblasFundadas,0
arrieros,puesto,5
arrieros,trashumancias,0
arrieros,turnosConEscasez,13
arrieros,turnosDeDecision,200
arrieros,turnosSinOrdenes,8
arrieros,vendido_hierro,0
arrieros,vendido_lana,0
arrieros,vendido_madera,602
arrieros,vendido_maravedis,0
arrieros,vendido_pan,0
arrieros,vendido_piedra,0
arrieros,vendido_sal,0
arrieros,ventasFuera,0
arrieros,ventasSinCompra,602
arrieros,volumenComerciado,1698
arrieros,volumenEnRuta,0
arrieros,prestigio_sobre_mediana_mil,904
arrieros,prestigio_entrando_cada_seis,215
canteros,aperos,0
canteros,capitulo_caminos,0
canteros,capitulo_comercio,0
canteros,capitulo_exploracion,125
canteros,capitulo_ganaderia,0
canteros,capitulo_hitos,135
canteros,capitulo_industria,0
canteros,capitulo_obras,160
canteros,capitulo_poblacion,27
canteros,capitulo_territorio,16
canteros,cargasArbitradas,0
canteros,comarcas,2
canteros,comarcasIncorporadas,1
canteros,edificio_aserradero,70
canteros,edificio_cantera,544
canteros,edificio_granja,5309
