criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1212","arrieros",,98.60724233983287,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 354 sobre una mediana exacta de 359"
"prestigio","casa y partida","1212","canteros",,101.39275766016713,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 364 sobre una mediana exacta de 359"
"prestigio","casa y partida","1212","ferrones",,-2.5069637883008355,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -9 sobre una mediana exacta de 359"
"prestigio","casa y partida","1212","hortelanos",,332.31197771587745,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 1193 sobre una mediana exacta de 359"
"prestigio","casa y partida","1212","mercaderes",,42.061281337047355,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 151 sobre una mediana exacta de 359"
"prestigio","casa y partida","1212","mesta",,167.966573816156,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 603 sobre una mediana exacta de 359"
"prestigio","casa y partida","1212","monjes",,199.44289693593313,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 716 sobre una mediana exacta de 359"
"prestigio","casa y partida","1212","salineros",,93.59331476323119,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 336 sobre una mediana exacta de 359"
"actividad","casa y partida","1212","arrieros",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","arrieros",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","canteros",,1,"% de turnos sin proponer órdenes","< 10 %","cumple","","2 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","ferrones",,3.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","7 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","ferrones",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","hortelanos",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","hortelanos",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","mercaderes",,0,"% de turnos sin proponer órdenes","< 10 %","cumple","","0 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","mercaderes",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","mesta",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
