criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1085","arrieros",,71.98275862068965,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 167 sobre una mediana exacta de 232"
"prestigio","casa y partida","1085","canteros",,128.01724137931035,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 297 sobre una mediana exacta de 232"
"prestigio","casa y partida","1085","ferrones",,-17.24137931034483,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -40 sobre una mediana exacta de 232"
"prestigio","casa y partida","1085","hortelanos",,361.2068965517241,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 838 sobre una mediana exacta de 232"
"prestigio","casa y partida","1085","mercaderes",,47.41379310344828,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 110 sobre una mediana exacta de 232"
"prestigio","casa y partida","1085","mesta",,43.96551724137931,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 102 sobre una mediana exacta de 232"
"prestigio","casa y partida","1085","monjes",,245.25862068965517,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 569 sobre una mediana exacta de 232"
"prestigio","casa y partida","1085","salineros",,175.86206896551724,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 408 sobre una mediana exacta de 232"
"actividad","casa y partida","1085","arrieros",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","arrieros",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","canteros",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","canteros",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","ferrones",,3,"% de turnos sin proponer órdenes","< 10 %","cumple","","6 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","ferrones",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
