semilla,cadencia,turno,casa,prestigio,poblacion,comarcas,maravedis,pan,lana,sal,hierro,produccion_pan,produccion_total,escasez,obras_terminadas,obras_mayores,hitos,decidio,ordenes_propuestas,sin_ordenes
1492,1,1,arrieros,39,116,1,129,55,0,0,0,13,37,0,0,0,0,1,4,0
1492,1,2,arrieros,39,116,1,136,36,0,0,0,13,24,0,0,0,0,1,0,1
1492,1,3,arrieros,39,116,1,143,18,0,0,0,13,24,0,0,0,0,1,0,1
1492,1,4,arrieros,39,116,1,150,0,0,0,0,13,24,0,0,0,0,1,0,1
1492,1,5,arrieros,38,116,1,157,0,0,0,0,18,29,1,1,0,0,1,0,1
1492,1,6,arrieros,37,116,1,104,0,0,0,0,18,48,1,0,0,0,1,6,0
1492,1,7,arrieros,35,113,1,133,6,0,1,0,18,48,1,0,0,0,1,2,0
1492,1,8,arrieros,34,110,1,106,9,0,1,0,18,48,1,0,0,0,1,3,0
1492,1,9,arrieros,34,110,1,113,9,0,1,0,18,48,0,0,0,0,1,2,0
1492,1,10,arrieros,34,110,1,102,9,0,1,0,18,48,0,0,0,0,1,3,0
1492,1,11,arrieros,34,110,1,106,39,0,0,0,48,78,0,0,0,0,1,2,0
1492,1,12,arrieros,34,110,1,107,67,0,0,0,48,78,0,0,0,0,1,2,0
1492,1,13,arrieros,33,106,1,87,88,0,0,0,48,78,0,0,0,0,1,4,0
1492,1,14,arrieros,47,102,1,87,109,0,0,0,48,76,0,0,0,1,1,3,0
1492,1,15,arrieros,46,98,1,81,127,0,0,0,48,76,0,0,0,1,1,3,0
1492,1,16,arrieros,45,94,1,77,146,0,0,0,48,74,0,0,0,1,1,3,0
1492,1,17,arrieros,45,90,1,86,119,0,0,0,30,56,0,0,0,1,1,13,0
1492,1,18,arrieros,63,90,1,84,122,0,0,0,30,56,0,0,0,2,1,3,0
1492,1,19,arrieros,63,90,1,91,131,0,0,0,30,56,0,0,0,2,1,4,0
1492,1,20,arrieros,63,90,1,89,137,0,0,0,30,56,0,1,0,2,1,3,0
1492,1,21,arrieros,63,90,1,91,123,0,0,0,30,56,0,0,0,2,1,14,0
1492,1,22,arrieros,63,90,1,89,127,0,0,0,30,56,0,0,0,2,1,3,0
1492,1,23,arrieros,71,90,1,91,121,0,0,0,13,39,0,0,0,2,1,2,0
1492,1,24,arrieros,71,90,1,81,115,0,0,0,13,30,0,0,0,2,1,3,0
1492,1,25,arrieros,71,90,1,81,109,0,0,0,13,30,0,0,0,2,1,2,0
1492,1,26,arrieros,71,90,1,81,77,0,0,0,13,30,0,0,0,2,1,12,0
1492,1,27,arrieros,79,90,1,80,71,0,0,0,13,30,0,0,0,2,1,2,0
1492,1,28,arrieros,79,90,1,80,65,0,0,0,13,30,0,0,0,2,1,3,0
1492,1,29,arrieros,79,90,1,79,69,0,0,0,24,41,0,0,0,2,1,3,0
1492,1,30,arrieros,79,90,1,87,49,0,0,0,24,50,0,0,0,2,1,13,0
1492,1,31,arrieros,87,90,1,87,53,0,0,0,24,50,0,0,0,2,1,3,0
1492,1,32,arrieros,87,90,1,89,59,0,0,0,24,50,0,0,0,2,1,3,0
1492,1,33,arrieros,87,90,1,89,65,0,0,0,24,50,0,0,0,2,1,2,0
1492,1,34,arrieros,87,90,1,90,42,0,0,0,24,50,0,0,0,2,1,12,0
1492,1,35,arrieros,95,90,1,93,73,0,0,0,48,74,0,0,0,2,1,2,0
1492,1,36,arrieros,95,90,1,93,103,0,0,0,48,74,0,0,0,2,1,2,0
1492,1,37,arrieros,95,90,1,93,132,0,0,0,48,74,0,0,0,2,1,2,0
1492,1,38,arrieros,95,90,1,92,146,0,0,0,33,59,0,0,0,2,1,3,0
1492,1,39,arrieros,95,90,1,89,157,0,0,0,33,59,0,0,0,2,1,3,0
1492,1,40,arrieros,95,90,1,90,162,0,0,0,33,59,0,0,0,2,1,3,0
1492,1,41,arrieros,96,98,1,102,177,0,0,0,21,47,0,0,0,2,1,5,0
1492,1,42,arrieros,95,94,1,84,162,0,0,0,21,47,0,0,0,2,1,4,0
