criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1212","arrieros",,126.91358024691358,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 257 sobre una mediana exacta de 202,5"
"prestigio","casa y partida","1212","canteros",,161.4814814814815,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 327 sobre una mediana exacta de 202,5"
"prestigio","casa y partida","1212","ferrones",,-16.790123456790123,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -34 sobre una mediana exacta de 202,5"
"prestigio","casa y partida","1212","hortelanos",,543.7037037037037,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 1101 sobre una mediana exacta de 202,5"
"prestigio","casa y partida","1212","mercaderes",,49.876543209876544,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 101 sobre una mediana exacta de 202,5"
"prestigio","casa y partida","1212","mesta",,27.160493827160494,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 55 sobre una mediana exacta de 202,5"
"prestigio","casa y partida","1212","monjes",,381.7283950617284,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 773 sobre una mediana exacta de 202,5"
"prestigio","casa y partida","1212","salineros",,73.08641975308642,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 148 sobre una mediana exacta de 202,5"
"actividad","casa y partida","1212","arrieros",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","arrieros",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","canteros",,1,"% de turnos sin proponer órdenes","< 10 %","cumple","","2 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1212","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1212","ferrones",,3,"% de turnos sin proponer órdenes","< 10 %","cumple","","6 de 200 turnos en que entró el robot"
