casa,metrica,valor
arrieros,aperos,0
arrieros,capitulo_caminos,0
arrieros,capitulo_comercio,0
arrieros,capitulo_exploracion,141
arrieros,capitulo_ganaderia,0
arrieros,capitulo_hitos,88
arrieros,capitulo_industria,0
arrieros,capitulo_obras,40
arrieros,capitulo_poblacion,15
arrieros,capitulo_territorio,8
arrieros,cargasArbitradas,34
arrieros,comarcas,1
arrieros,comarcasIncorporadas,1
arrieros,edificio_aserradero,775
arrieros,edificio_granja,4860
arrieros,indicioDeArbitraje,0
arrieros,ingresosDeFeria,0
arrieros,jornadas,438
arrieros,lanaEsquilada,0
arrieros,maravedis,142
arrieros,margenDeNegocios,464
arrieros,margenNetoDeNegocios,302
arrieros,negocios,7
arrieros,negociosRentables,7
arrieros,obrasMayores,0
arrieros,obrasTerminadas,12
arrieros,ordenesCanceladas,0
arrieros,ordenesDeAlta,960
arrieros,ordenesEnEspera,162
arrieros,ordenesPropuestas,942
arrieros,ordenesTerminadas,955
arrieros,partidasSinObraMayor,2
arrieros,poblacion,76
arrieros,prestigio,266
arrieros,primeraObraMayor,179
arrieros,primicias,1
arrieros,producido_hierro,0
arrieros,producido_lana,0
arrieros,producido_madera,775
arrieros,producido_maravedis,4223
arrieros,producido_pan,4847
arrieros,producido_piedra,0
arrieros,producido_sal,0
arrieros,pueblasFundadas,0
arrieros,puesto,6
arrieros,trashumancias,0
arrieros,turnosConEscasez,6
arrieros,turnosDeDecision,200
arrieros,turnosSinOrdenes,3
arrieros,vendido_hierro,34
arrieros,vendido_lana,0
arrieros,vendido_madera,621
arrieros,vendido_maravedis,0
arrieros,vendido_pan,0
arrieros,vendido_piedra,0
arrieros,vendido_sal,0
arrieros,ventasFuera,26
arrieros,ventasSinCompra,621
arrieros,volumenComerciado,1875
arrieros,volumenEnRuta,49
arrieros,prestigio_sobre_mediana_mil,663
arrieros,prestigio_entrando_cada_seis,228
canteros,aperos,0
canteros,capitulo_caminos,0
canteros,capitulo_comercio,0
canteros,capitulo_exploracion,131
canteros,capitulo_ganaderia,0
canteros,capitulo_hitos,102
canteros,capitulo_industria,0
canteros,capitulo_obras,120
canteros,capitulo_poblacion,27
canteros,capitulo_territorio,16
canteros,cargasArbitradas,0
canteros,comarcas,2
canteros,comarcasIncorporadas,1
canteros,edificio_aserradero,65
canteros,edificio_cantera,546
canteros,edificio_granja,5458
