criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1085","arrieros",,59.84251968503937,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 266 sobre una mediana exacta de 444,5"
"prestigio","casa y partida","1085","canteros",,123.5095613048369,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 549 sobre una mediana exacta de 444,5"
"prestigio","casa y partida","1085","ferrones",,35.54555680539932,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 158 sobre una mediana exacta de 444,5"
"prestigio","casa y partida","1085","hortelanos",,154.10573678290214,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 685 sobre una mediana exacta de 444,5"
"prestigio","casa y partida","1085","mercaderes",,56.467941507311586,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 251 sobre una mediana exacta de 444,5"
"prestigio","casa y partida","1085","mesta",,115.6355455568054,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 514 sobre una mediana exacta de 444,5"
"prestigio","casa y partida","1085","monjes",,199.10011248593926,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 885 sobre una mediana exacta de 444,5"
"prestigio","casa y partida","1085","salineros",,84.3644544431946,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 375 sobre una mediana exacta de 444,5"
"actividad","casa y partida","1085","arrieros",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","arrieros",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1085","canteros",,1,"% de turnos sin proponer órdenes","< 10 %","cumple","","2 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1085","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
