criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1492","arrieros",,119.07756813417191,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 284 sobre una mediana exacta de 238,5"
"prestigio","casa y partida","1492","canteros",,180.29350104821802,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 430 sobre una mediana exacta de 238,5"
"prestigio","casa y partida","1492","ferrones",,61.21593291404612,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 146 sobre una mediana exacta de 238,5"
"prestigio","casa y partida","1492","hortelanos",,316.56184486373166,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 755 sobre una mediana exacta de 238,5"
"prestigio","casa y partida","1492","mercaderes",,80.92243186582809,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 193 sobre una mediana exacta de 238,5"
"prestigio","casa y partida","1492","mesta",,14.255765199161425,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 34 sobre una mediana exacta de 238,5"
"prestigio","casa y partida","1492","monjes",,353.8784067085954,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 844 sobre una mediana exacta de 238,5"
"prestigio","casa y partida","1492","salineros",,-7.966457023060797,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -19 sobre una mediana exacta de 238,5"
"actividad","casa y partida","1492","arrieros",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","arrieros",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","canteros",,1,"% de turnos sin proponer órdenes","< 10 %","cumple","","2 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","ferrones",,9.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","19 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","ferrones",,4.5,"% de turnos sin decisión útil","< 10 %","cumple","","9 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","hortelanos",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","mercaderes",,0.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","1 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","mercaderes",,0.5,"% de turnos sin decisión útil","< 10 %","cumple","","1 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","mesta",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","mesta",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","monjes",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","monjes",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","salineros",,94,"% de turnos sin proponer órdenes","< 10 %","incumple","","188 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","salineros",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"escasez","casa y partida","1492","arrieros",,3,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","","6 de 200 turnos"
"escasez","casa y partida","1492","canteros",,1.5,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","","3 de 200 turnos"
