criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1492","arrieros",,83.84991843393148,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 257 sobre una mediana exacta de 306,5"
"prestigio","casa y partida","1492","canteros",,148.12398042414355,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 454 sobre una mediana exacta de 306,5"
"prestigio","casa y partida","1492","ferrones",,-22.185970636215334,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -68 sobre una mediana exacta de 306,5"
"prestigio","casa y partida","1492","hortelanos",,130.17944535073408,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 399 sobre una mediana exacta de 306,5"
"prestigio","casa y partida","1492","mercaderes",,21.207177814029365,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 65 sobre una mediana exacta de 306,5"
"prestigio","casa y partida","1492","mesta",,10.114192495921696,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 31 sobre una mediana exacta de 306,5"
"prestigio","casa y partida","1492","monjes",,116.15008156606852,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 356 sobre una mediana exacta de 306,5"
"prestigio","casa y partida","1492","salineros",,116.4763458401305,"% de la mediana","80–120 % de la mediana (extremos incluidos)","cumple","","prestigio 357 sobre una mediana exacta de 306,5"
"actividad","casa y partida","1492","arrieros",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","arrieros",,1.5,"% de turnos sin decisión útil","< 10 %","no evaluable","T-050: distinguir «no propuso órdenes» de «no había nada útil que hacer»","3 de 200 turnos en que entró el robot; que las órdenes propuestas sirvieran de algo no lo mide este banco"
"actividad","casa y partida","1492","canteros",,39.5,"% de turnos sin proponer órdenes","< 10 %","incumple","","79 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","canteros",,39.5,"% de turnos sin decisión útil","< 10 %","no evaluable","T-050: distinguir «no propuso órdenes» de «no había nada útil que hacer»","79 de 200 turnos en que entró el robot; que las órdenes propuestas sirvieran de algo no lo mide este banco"
"actividad","casa y partida","1492","ferrones",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","ferrones",,2,"% de turnos sin decisión útil","< 10 %","no evaluable","T-050: distinguir «no propuso órdenes» de «no había nada útil que hacer»","4 de 200 turnos en que entró el robot; que las órdenes propuestas sirvieran de algo no lo mide este banco"
"actividad","casa y partida","1492","hortelanos",,63.5,"% de turnos sin proponer órdenes","< 10 %","incumple","","127 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","hortelanos",,63.5,"% de turnos sin decisión útil","< 10 %","no evaluable","T-050: distinguir «no propuso órdenes» de «no había nada útil que hacer»","127 de 200 turnos en que entró el robot; que las órdenes propuestas sirvieran de algo no lo mide este banco"
"actividad","casa y partida","1492","mercaderes",,0.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","1 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","mercaderes",,0.5,"% de turnos sin decisión útil","< 10 %","no evaluable","T-050: distinguir «no propuso órdenes» de «no había nada útil que hacer»","1 de 200 turnos en que entró el robot; que las órdenes propuestas sirvieran de algo no lo mide este banco"
"actividad","casa y partida","1492","mesta",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","mesta",,1.5,"% de turnos sin decisión útil","< 10 %","no evaluable","T-050: distinguir «no propuso órdenes» de «no había nada útil que hacer»","3 de 200 turnos en que entró el robot; que las órdenes propuestas sirvieran de algo no lo mide este banco"
"actividad","casa y partida","1492","monjes",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","monjes",,1.5,"% de turnos sin decisión útil","< 10 %","no evaluable","T-050: distinguir «no propuso órdenes» de «no había nada útil que hacer»","3 de 200 turnos en que entró el robot; que las órdenes propuestas sirvieran de algo no lo mide este banco"
"actividad","casa y partida","1492","salineros",,22,"% de turnos sin proponer órdenes","< 10 %","incumple","","44 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","salineros",,22,"% de turnos sin decisión útil","< 10 %","no evaluable","T-050: distinguir «no propuso órdenes» de «no había nada útil que hacer»","44 de 200 turnos en que entró el robot; que las órdenes propuestas sirvieran de algo no lo mide este banco"
"escasez","casa y partida","1492","arrieros",,19,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","T-050: la horquilla vale para una partida bien jugada","38 de 200 turnos"
"escasez","casa y partida","1492","canteros",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","T-050: la horquilla vale para una partida bien jugada","0 de 200 turnos"
"escasez","casa y partida","1492","ferrones",,46,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","T-050: la horquilla vale para una partida bien jugada","92 de 200 turnos"
"escasez","casa y partida","1492","hortelanos",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","T-050: la horquilla vale para una partida bien jugada","0 de 200 turnos"
"escasez","casa y partida","1492","mercaderes",,4.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","T-050: la horquilla vale para una partida bien jugada","9 de 200 turnos"
"escasez","casa y partida","1492","mesta",,13.5,"% de turnos con escasez","2–15 % (extremos incluidos)","cumple","T-050: la horquilla vale para una partida bien jugada","27 de 200 turnos"
"escasez","casa y partida","1492","monjes",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","T-050: la horquilla vale para una partida bien jugada","0 de 200 turnos"
"escasez","casa y partida","1492","salineros",,0,"% de turnos con escasez","2–15 % (extremos incluidos)","incumple","T-050: la horquilla vale para una partida bien jugada","0 de 200 turnos"
"precios","partida","1492","",,0,"turnos seguidos de mercado abierto en un extremo","< 10 turnos","cumple","","ningún precio se quedó más de un turno en un extremo"
"tierra","partida","1492","",,70.67307692307692,"% de comarcas del mapa jugado que no toca nadie","< 5 %","incumple","T-049: el mapa jugado tiene que ser el recorte de la partida","147 de 208 comarcas sin tocar"
"ausencia","casa y partida","1492","arrieros",100,32,"% de diferencia de prestigio","< 5 %","incumple","T-051: los dos planes tienen que ser equivalentes","cada turno 125 · cada seis 85 · diferencia absoluta 40"
"ausencia","casa y partida","1492","arrieros",200,94.94163424124514,"% de diferencia de prestigio","< 5 %","incumple","T-051: los dos planes tienen que ser equivalentes","cada turno 257 · cada seis 13 · diferencia absoluta 244"
"ausencia","casa y partida","1492","canteros",100,0,"% de diferencia de prestigio","< 5 %","cumple","T-051: los dos planes tienen que ser equivalentes","cada turno 282 · cada seis 282 · diferencia absoluta 0"
"ausencia","casa y partida","1492","canteros",200,38.1057268722467,"% de diferencia de prestigio","< 5 %","incumple","T-051: los dos planes tienen que ser equivalentes","cada turno 454 · cada seis 281 · diferencia absoluta 173"
"ausencia","casa y partida","1492","ferrones",100,8.474576271186441,"% de diferencia de prestigio","< 5 %","incumple","T-051: los dos planes tienen que ser equivalentes","cada turno -59 · cada seis -54 · diferencia absoluta 5"
"ausencia","casa y partida","1492","ferrones",200,20.58823529411765,"% de diferencia de prestigio","< 5 %","incumple","T-051: los dos planes tienen que ser equivalentes","cada turno -68 · cada seis -54 · diferencia absoluta 14"
"ausencia","casa y partida","1492","hortelanos",100,0,"% de diferencia de prestigio","< 5 %","cumple","T-051: los dos planes tienen que ser equivalentes","cada turno 229 · cada seis 229 · diferencia absoluta 0"
"ausencia","casa y partida","1492","hortelanos",200,0,"% de diferencia de prestigio","< 5 %","cumple","T-051: los dos planes tienen que ser equivalentes","cada turno 399 · cada seis 399 · diferencia absoluta 0"
"ausencia","casa y partida","1492","mercaderes",100,29.347826086956523,"% de diferencia de prestigio","< 5 %","incumple","T-051: los dos planes tienen que ser equivalentes","cada turno 65 · cada seis 92 · diferencia absoluta 27"
"ausencia","casa y partida","1492","mercaderes",200,36.92307692307692,"% de diferencia de prestigio","< 5 %","incumple","T-051: los dos planes tienen que ser equivalentes","cada turno 65 · cada seis 41 · diferencia absoluta 24"
"ausencia","casa y partida","1492","mesta",100,21.666666666666668,"% de diferencia de prestigio","< 5 %","incumple","T-051: los dos planes tienen que ser equivalentes","cada turno 60 · cada seis 47 · diferencia absoluta 13"
"ausencia","casa y partida","1492","mesta",200,6.451612903225806,"% de diferencia de prestigio","< 5 %","incumple","T-051: los dos planes tienen que ser equivalentes","cada turno 31 · cada seis 29 · diferencia absoluta 2"
