criterio,ambito,semilla,casa,turno,observado,unidad,objetivo,estado,precondicion,detalle
"prestigio","casa y partida","1492","arrieros",,73.44992050874404,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 231 sobre una mediana exacta de 314,5"
"prestigio","casa y partida","1492","canteros",,132.9093799682035,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 418 sobre una mediana exacta de 314,5"
"prestigio","casa y partida","1492","ferrones",,36.56597774244833,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 115 sobre una mediana exacta de 314,5"
"prestigio","casa y partida","1492","hortelanos",,196.82034976152624,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 619 sobre una mediana exacta de 314,5"
"prestigio","casa y partida","1492","mercaderes",,62.00317965023847,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 195 sobre una mediana exacta de 314,5"
"prestigio","casa y partida","1492","mesta",,126.55007949125596,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 398 sobre una mediana exacta de 314,5"
"prestigio","casa y partida","1492","monjes",,218.75993640699522,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio 688 sobre una mediana exacta de 314,5"
"prestigio","casa y partida","1492","salineros",,-6.995230524642289,"% de la mediana","80–120 % de la mediana (extremos incluidos)","incumple","","prestigio -22 sobre una mediana exacta de 314,5"
"actividad","casa y partida","1492","arrieros",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","arrieros",,2,"% de turnos sin decisión útil","< 10 %","cumple","","4 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","canteros",,1,"% de turnos sin proponer órdenes","< 10 %","cumple","","2 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","canteros",,1,"% de turnos sin decisión útil","< 10 %","cumple","","2 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","ferrones",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","ferrones",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","hortelanos",,2,"% de turnos sin proponer órdenes","< 10 %","cumple","","4 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","hortelanos",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","mercaderes",,0,"% de turnos sin proponer órdenes","< 10 %","cumple","","0 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","mercaderes",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","mesta",,4.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","9 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","mesta",,0,"% de turnos sin decisión útil","< 10 %","cumple","","0 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
"actividad","casa y partida","1492","monjes",,1.5,"% de turnos sin proponer órdenes","< 10 %","cumple","","3 de 200 turnos en que entró el robot"
"decisiones útiles","casa y partida","1492","monjes",,1.5,"% de turnos sin decisión útil","< 10 %","cumple","","3 de 200 turnos sin ninguna orden que trabajara ni plan en marcha"
